codigo mun	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab
2920452	29	7	21	29	0	21	7	14	21	0	14	14	0	14	0	36	36	0	36	0	29	29	0	29	0	36	29	7	36	0	29	7	21	29	0	79	36	43	79	0	79	36	43	79	0
2920502	78	9	70	78	0	96	26	70	96	0	83	17	65	83	0	91	26	65	91	0	91	30	61	91	0	91	35	56	91	0	87	22	65	87	0	122	35	87	122	0	135	30	104	130	4
2920601	76	43	32	76	0	65	26	39	65	0	58	24	35	58	0	61	24	37	58	2	84	35	50	82	2	78	32	45	76	2	123	76	48	121	2	67	24	43	65	2	76	28	48	76	0
2920700	80	33	47	80	0	89	38	52	89	0	84	23	61	84	0	103	38	66	103	0	94	33	61	94	0	99	42	56	99	0	84	19	66	84	0	99	33	66	99	0	94	23	70	94	0
2920809	91	37	55	91	0	55	9	46	55	0	64	18	46	64	0	55	18	37	55	0	91	27	64	91	0	73	9	64	73	0	238	183	55	238	0	46	18	27	46	0	55	27	27	55	0
2920908	48	14	34	48	0	68	14	54	68	0	54	7	48	54	0	41	7	34	41	0	54	20	34	54	0	81	34	48	81	0	143	81	61	143	0	122	34	88	122	0	115	20	95	115	0
2921005	134	91	43	126	9	147	98	49	130	17	151	102	49	119	32	155	111	45	128	28	153	104	49	132	21	162	98	64	147	15	64	13	51	55	9	121	64	57	113	9	134	66	68	126	9
2921054	88	32	56	88	0	88	48	40	88	0	56	24	32	56	0	80	24	56	80	0	96	40	56	96	0	72	24	48	72	0	72	24	48	72	0	88	24	64	88	0	104	24	80	104	0
2921104	174	106	68	174	0	144	64	81	144	0	110	34	76	110	0	153	68	85	153	0	170	81	89	170	0	157	68	89	157	0	89	13	76	89	0	161	72	89	161	0	157	72	85	157	0
2921203	102	58	44	98	4	80	29	51	76	4	87	36	51	84	4	84	33	51	76	7	116	55	62	109	7	109	40	69	109	0	153	80	73	145	7	156	62	94	149	7	153	47	105	142	11
2921302	60	17	43	60	0	86	43	43	86	0	78	35	43	78	0	95	52	43	95	0	112	52	60	112	0	86	35	52	86	0	78	35	43	78	0	95	35	60	95	0	112	26	86	112	0
2921401	53	16	37	53	0	53	16	37	53	0	43	16	27	43	0	59	16	43	59	0	64	21	43	64	0	64	21	43	64	0	160	107	53	160	0	75	21	53	75	0	80	32	48	80	0
2921450	73	10	63	73	0	94	31	63	94	0	94	31	63	94	0	94	21	73	94	0	94	31	63	94	0	104	42	63	104	0	125	73	52	125	0	94	31	63	94	0	125	52	73	115	10
2921500	56	23	33	56	0	44	15	29	44	0	37	12	25	37	0	54	25	29	54	0	56	23	33	56	0	58	25	33	58	0	50	8	42	50	0	75	46	29	75	0	62	23	38	62	0
2921609	56	11	45	56	0	56	11	45	56	0	56	11	45	56	0	56	22	34	56	0	112	34	78	112	0	134	45	89	134	0	402	302	101	402	0	101	45	56	101	0	179	56	123	179	0
2921708	84	35	49	84	0	106	49	57	106	0	103	33	71	103	0	103	24	79	103	0	141	60	81	141	0	141	49	92	141	0	100	14	87	100	0	144	71	73	144	0	155	62	92	155	0
2921807	112	64	48	104	8	136	72	64	120	16	136	72	64	120	16	144	80	64	128	16	144	72	72	128	16	152	56	96	152	0	168	72	96	168	0	176	64	112	160	16	184	64	120	168	16
2921906	141	70	70	141	0	110	40	70	110	0	70	30	40	70	0	121	20	100	121	0	151	50	100	151	0	141	20	121	141	0	131	40	90	131	0	241	60	181	241	0	181	50	131	181	0
2922003	159	116	43	102	57	107	83	24	78	29	97	69	29	74	24	126	86	40	102	24	124	83	40	100	24	126	86	40	105	21	81	29	52	59	21	190	124	67	171	19	195	114	81	178	17
2922052	67	25	42	67	0	50	17	33	50	0	50	17	33	50	0	75	17	58	75	0	83	8	75	83	0	100	25	75	100	0	184	108	75	184	0	92	25	67	92	0	100	33	67	100	0
2922102	55	22	33	55	0	51	18	33	51	0	48	18	29	48	0	69	37	33	69	0	73	37	37	73	0	66	33	33	66	0	66	26	40	66	0	77	33	44	77	0	55	22	33	55	0
2922201	91	26	65	91	0	91	39	52	91	0	143	39	104	143	0	143	65	78	143	0	169	91	78	169	0	156	91	65	156	0	300	221	78	300	0	156	65	91	156	0	130	52	78	130	0
2922250	52	0	52	52	0	52	0	52	52	0	60	9	52	60	0	69	17	52	69	0	86	17	69	86	0	77	9	69	77	0	112	43	69	112	0	86	17	69	86	0	77	9	69	77	0
2922300	104	65	39	95	10	95	49	46	88	7	88	36	52	82	7	111	46	65	101	10	140	65	75	127	13	127	62	65	114	13	101	36	65	88	13	137	55	82	124	13	137	42	95	127	10
2922409	87	52	35	57	30	83	48	35	65	17	91	35	57	74	17	96	48	48	83	13	122	57	65	109	13	126	65	61	117	9	126	52	74	117	9	113	35	78	100	13	135	61	74	109	26
2922508	102	61	41	95	7	98	54	44	85	14	102	58	44	91	10	102	47	54	91	10	135	74	61	125	10	146	74	71	135	10	88	17	71	78	10	190	85	105	176	14	190	71	118	176	14
2922607	70	28	42	70	0	70	28	42	70	0	70	28	42	70	0	84	28	56	84	0	84	28	56	84	0	97	28	70	97	0	70	7	63	70	0	111	28	84	111	0	97	28	70	97	0
2922656	59	15	44	59	0	59	22	37	59	0	66	29	37	66	0	59	22	37	59	0	88	37	51	88	0	118	37	81	118	0	118	29	88	118	0	118	29	88	118	0	125	44	81	125	0
2922706	93	47	47	93	0	76	29	47	76	0	82	29	53	82	0	70	18	53	70	0	105	35	70	105	0	105	41	64	105	0	82	18	64	82	0	123	41	82	123	0	117	35	82	117	0
2922730	74	12	62	74	0	86	12	74	86	0	148	0	148	148	0	99	12	86	99	0	123	37	86	123	0	148	49	99	135	12	172	86	86	160	12	160	62	99	123	37	197	37	160	160	37
2922755	72	29	43	72	0	72	14	57	72	0	86	14	72	86	0	115	43	72	115	0	115	29	86	115	0	115	29	86	115	0	472	386	86	472	0	115	14	100	115	0	129	14	115	129	0
2922805	47	12	36	47	0	83	24	59	83	0	71	24	47	71	0	83	24	59	83	0	107	47	59	107	0	107	47	59	107	0	71	24	47	71	0	95	36	59	95	0	71	36	36	71	0
2922854	32	11	21	32	0	63	32	32	63	0	32	0	32	32	0	63	21	42	63	0	84	32	53	84	0	74	21	53	74	0	105	63	42	105	0	84	42	42	84	0	95	42	53	95	0
2922904	55	31	24	55	0	63	24	39	63	0	51	12	39	51	0	71	35	35	67	4	71	35	35	67	4	86	39	47	86	0	82	47	35	79	4	110	43	67	106	4	114	35	79	110	4
2923001	123	82	41	118	5	118	73	45	116	2	127	86	41	123	5	118	77	41	111	7	114	70	43	107	7	114	66	48	111	2	57	14	43	57	0	111	50	61	111	0	111	50	61	109	2
2923035	48	16	32	48	0	80	24	56	80	0	56	16	40	56	0	80	24	56	80	0	80	16	64	80	0	64	16	48	64	0	64	24	40	64	0	80	32	48	80	0	88	32	56	88	0
2923050	25	0	25	25	0	56	25	31	56	0	56	25	31	56	0	50	25	25	50	0	62	31	31	62	0	62	31	31	62	0	106	75	31	106	0	56	25	31	56	0	62	25	37	62	0
2923100	48	7	41	48	0	55	24	31	55	0	68	21	48	68	0	89	38	51	86	3	92	44	48	89	3	82	34	48	79	3	68	24	44	65	3	82	27	55	79	3	75	27	48	72	3
2923209	35	4	31	35	0	48	13	35	48	0	44	4	39	44	0	53	13	39	53	0	66	22	44	66	0	75	26	48	75	0	83	31	53	79	4	83	31	53	83	0	83	31	53	83	0
2923308	112	56	56	112	0	123	45	79	123	0	135	56	79	135	0	101	34	67	101	0	90	22	67	90	0	79	22	56	79	0	247	213	34	247	0	90	45	45	90	0	101	45	56	101	0
2923357	67	17	50	67	0	83	28	55	83	0	83	39	44	83	0	78	22	55	78	0	94	39	55	94	0	128	61	67	128	0	117	44	72	105	11	122	50	72	105	17	100	39	61	83	17
2923407	53	18	35	53	0	58	22	35	58	0	44	4	40	44	0	89	31	58	89	0	93	35	58	93	0	98	35	62	98	0	102	53	49	102	0	80	35	44	80	0	80	31	49	80	0
2923506	65	32	32	65	0	86	32	54	86	0	65	22	43	65	0	119	32	86	119	0	141	65	76	141	0	162	65	97	162	0	151	54	97	151	0	173	97	76	162	11	130	54	76	119	11
2923605	175	76	99	135	40	184	76	108	153	31	188	67	121	166	22	197	58	139	188	9	233	85	148	220	13	247	108	139	215	31	606	444	162	574	31	287	108	179	242	45	274	99	175	229	45
2923704	49	18	30	49	0	46	9	36	46	0	52	18	33	52	0	39	18	21	39	0	61	30	30	61	0	58	24	33	58	0	64	27	36	64	0	82	36	46	82	0	67	15	52	67	0
2923803	70	43	27	47	23	70	40	30	57	13	73	33	40	60	13	73	30	43	60	13	70	27	43	57	13	86	47	40	83	3	43	10	33	43	0	90	40	50	83	7	106	43	63	96	10
2923902	84	19	66	84	0	94	28	66	94	0	103	37	66	103	0	84	19	66	84	0	178	66	112	178	0	178	66	112	178	0	159	56	103	159	0	178	56	122	178	0	150	37	112	150	0
2924009	135	85	50	105	30	153	94	60	120	33	167	99	68	135	32	172	99	73	138	34	181	107	74	143	37	186	111	75	150	36	122	46	76	81	41	202	127	75	161	41	215	131	84	167	48
2924058	91	42	49	91	0	84	21	63	84	0	119	49	70	119	0	112	35	77	112	0	134	56	77	134	0	134	56	77	134	0	119	42	77	119	0	162	63	98	155	7	155	56	98	148	7
2924108	66	27	40	66	0	93	27	66	93	0	106	27	80	106	0	93	13	80	93	0	133	40	93	133	0	120	40	80	120	0	80	40	40	80	0	93	27	66	93	0	120	40	80	120	0
2924207	60	33	27	60	0	66	38	27	66	0	60	33	27	60	0	82	44	38	82	0	82	38	44	82	0	82	33	49	82	0	121	71	49	121	0	93	38	55	93	0	99	27	71	99	0
2924306	82	44	38	82	0	88	38	49	88	0	71	27	44	71	0	82	27	55	82	0	88	33	55	88	0	88	27	60	88	0	71	11	60	71	0	126	60	66	120	5	109	33	77	104	5
2924405	20	8	11	20	0	28	11	17	28	0	28	6	22	28	0	50	20	31	50	0	50	20	31	50	0	48	17	31	48	0	39	8	31	39	0	59	22	36	59	0	53	20	34	53	0
2924504	65	24	41	65	0	65	12	53	65	0	59	24	36	59	0	65	18	47	65	0	65	18	47	65	0	71	18	53	71	0	59	18	41	59	0	71	12	59	71	0	83	6	77	83	0
2924603	90	33	57	90	0	57	28	28	57	0	43	19	24	43	0	85	43	43	85	0	52	33	19	52	0	71	52	19	71	0	52	38	14	52	0	85	47	38	85	0	47	14	33	47	0
2924652	100	45	54	100	0	73	27	45	73	0	82	36	45	82	0	91	27	64	91	0	91	27	64	91	0	109	45	64	100	9	64	27	36	64	0	100	45	54	100	0	82	18	64	82	0
2924678	48	10	38	48	0	38	0	38	38	0	48	10	38	48	0	58	10	48	58	0	86	19	67	86	0	86	19	67	86	0	134	77	58	134	0	77	19	58	77	0	67	0	67	67	0
2924702	110	34	76	110	0	127	42	84	127	0	160	42	118	160	0	135	25	110	135	0	152	25	127	152	0	160	51	110	160	0	304	169	135	304	0	194	51	143	194	0	169	25	143	169	0
2924801	44	12	32	44	0	44	12	32	44	0	44	16	28	44	0	48	16	32	48	0	59	28	32	59	0	52	28	24	52	0	119	95	24	119	0	67	32	36	67	0	79	28	52	79	0
2924900	94	31	63	94	0	94	21	73	94	0	115	31	83	115	0	104	42	63	104	0	104	42	63	104	0	94	21	73	94	0	83	10	73	83	0	83	21	63	83	0	63	10	52	63	0
2925006	82	41	41	82	0	85	37	48	85	0	85	33	52	85	0	119	45	74	119	0	119	45	74	119	0	130	45	85	130	0	424	346	78	424	0	93	26	67	93	0	85	22	63	85	0
2925105	59	33	27	43	16	59	20	39	51	8	74	31	43	65	8	72	25	47	65	6	108	49	59	100	8	117	47	70	106	10	98	23	76	82	16	131	49	82	117	14	123	49	74	106	16
2925204	144	86	58	133	10	156	91	65	144	13	161	91	70	149	13	166	88	78	154	13	171	86	86	156	15	159	76	83	144	15	101	33	68	83	18	181	86	96	166	15	181	81	101	174	8
2925253	63	25	38	63	0	32	13	19	32	0	38	19	19	38	0	44	6	38	44	0	63	13	51	63	0	76	19	57	76	0	101	38	63	101	0	25	13	13	25	0	51	19	32	51	0
2925303	125	56	69	106	19	154	66	88	136	18	146	57	89	135	11	163	63	100	153	10	171	66	104	157	13	172	74	98	158	14	125	23	102	104	20	194	87	106	169	25	202	87	115	177	24
2925402	130	71	59	130	0	119	59	59	119	0	95	36	59	95	0	119	47	71	119	0	95	24	71	95	0	95	24	71	95	0	154	83	71	154	0	119	24	95	119	0	142	36	107	142	0
2925501	106	41	65	99	7	95	34	61	89	7	85	24	61	78	7	85	31	55	78	7	126	41	85	119	7	109	24	85	106	3	95	14	82	92	3	153	55	99	150	3	157	58	99	153	3
2925600	76	25	51	76	0	70	32	38	70	0	57	6	51	57	0	51	13	38	51	0	76	32	44	76	0	76	19	57	76	0	140	70	70	140	0	127	32	95	127	0	108	6	102	108	0
2925709	105	37	67	105	0	135	52	82	135	0	112	30	82	112	0	135	37	97	135	0	135	45	90	127	7	127	37	90	120	7	142	37	105	135	7	157	60	97	150	7	150	37	112	142	7
2925758	46	21	25	46	0	43	14	28	43	0	61	32	28	61	0	78	28	50	78	0	78	36	43	78	0	93	39	53	78	14	89	36	53	75	14	103	43	61	93	11	125	53	71	107	18
2925808	72	30	41	72	0	53	11	41	49	4	60	19	41	56	4	49	11	38	45	4	64	30	34	60	4	72	26	45	68	4	136	94	41	132	4	72	19	53	68	4	87	30	56	83	4
2925907	63	21	42	63	0	59	17	42	59	0	66	14	52	63	3	91	35	56	91	0	87	24	63	87	0	80	21	59	80	0	80	24	56	80	0	101	42	59	101	0	84	31	52	84	0
2925931	96	32	64	96	0	85	21	64	85	0	106	43	64	106	0	74	53	21	74	0	106	53	53	106	0	128	53	74	128	0	138	74	64	138	0	85	21	64	85	0	85	11	74	85	0
2925956	93	34	59	93	0	89	34	55	89	0	59	21	38	59	0	110	30	81	110	0	98	17	81	98	0	115	30	85	115	0	153	64	89	153	0	123	25	98	123	0	140	42	98	140	0
2926004	96	52	45	94	2	80	35	45	77	2	84	42	42	82	2	103	56	47	101	2	110	59	52	108	2	115	61	54	115	0	75	26	49	75	0	136	75	61	122	14	129	61	68	110	19
2926103	68	54	14	68	0	54	41	14	54	0	54	41	14	54	0	68	48	20	68	0	75	48	27	75	0	95	54	41	95	0	48	20	27	48	0	149	81	68	149	0	149	54	95	149	0
2926202	64	9	56	64	0	90	26	64	90	0	77	21	56	77	0	81	21	60	81	0	99	26	73	99	0	107	30	77	107	0	167	103	64	167	0	103	30	73	103	0	86	17	69	86	0
2926301	109	57	52	109	0	83	43	40	80	3	86	37	49	83	3	112	49	63	109	3	149	63	86	147	3	126	52	75	124	3	86	11	75	83	3	144	49	95	129	14	129	34	95	115	14
2926400	55	16	38	55	0	60	14	47	60	0	55	14	41	55	0	74	30	44	74	0	91	33	58	91	0	91	33	58	91	0	69	5	63	69	0	85	25	60	85	0	88	27	60	85	3
2926509	84	26	58	84	0	91	32	58	91	0	84	32	52	84	0	97	32	65	97	0	104	39	65	104	0	136	39	97	136	0	71	19	52	71	0	130	45	84	130	0	142	45	97	142	0
2926608	73	31	42	65	7	84	40	44	78	5	86	44	42	82	4	104	40	64	93	11	118	44	75	109	9	131	53	78	116	15	104	20	84	87	16	151	58	93	142	9	158	51	107	147	11
2926657	108	40	67	108	0	94	27	67	94	0	108	27	81	108	0	94	27	67	94	0	148	67	81	148	0	148	54	94	148	0	229	134	94	229	0	148	40	108	148	0	134	40	94	134	0
2926707	66	15	51	66	0	66	22	44	66	0	51	7	44	51	0	58	7	51	58	0	44	0	44	44	0	58	15	44	58	0	88	36	51	88	0	88	7	80	88	0	109	22	88	109	0
2926806	70	19	51	70	0	57	25	32	57	0	70	25	44	70	0	44	25	19	44	0	82	38	44	82	0	76	32	44	76	0	139	108	32	139	0	82	38	44	82	0	76	19	57	70	6
2926905	91	33	58	91	0	91	33	58	91	0	99	33	66	99	0	91	33	58	91	0	82	33	49	82	0	82	25	58	82	0	74	33	41	74	0	107	41	66	107	0	107	41	66	107	0
2927002	72	29	43	72	0	81	34	48	81	0	79	34	45	79	0	101	38	62	101	0	91	36	55	91	0	86	43	43	86	0	14727	14677	50	14727	0	72	29	43	72	0	98	34	65	98	0
2927101	64	21	43	64	0	64	32	32	64	0	43	11	32	43	0	64	32	32	64	0	117	64	53	117	0	96	43	53	96	0	74	32	43	74	0	170	74	96	170	0	202	96	106	202	0
2927200	62	28	34	59	3	69	37	31	69	0	78	37	41	78	0	87	44	44	87	0	100	47	53	100	0	100	44	56	97	3	66	12	53	62	3	144	59	84	144	0	147	56	91	144	3
2927309	51	32	19	51	0	101	51	51	101	0	108	44	63	108	0	76	19	57	76	0	108	25	82	108	0	120	38	82	120	0	178	108	70	178	0	114	25	89	114	0	165	44	120	165	0
2927408	309	209	100	255	54	318	208	110	270	48	334	216	119	284	50	358	224	134	300	58	377	236	142	319	59	393	243	150	331	62	215	49	167	150	65	451	270	182	376	75	487	284	203	412	75
2927507	70	42	28	70	0	65	33	33	61	5	79	28	51	75	5	98	47	51	93	5	79	28	51	75	5	89	33	56	84	5	65	19	47	56	9	93	33	61	84	9	112	33	79	107	5
2927606	67	27	40	67	0	80	33	47	80	0	60	20	40	60	0	67	20	47	67	0	93	33	60	93	0	80	27	53	80	0	200	154	47	200	0	80	20	60	80	0	114	13	100	114	0
2927705	84	35	49	84	0	98	42	56	98	0	88	28	60	84	4	84	35	49	81	4	112	60	53	112	0	109	49	60	109	0	67	4	63	67	0	119	46	74	119	0	105	42	63	105	0
2927804	119	60	60	119	0	90	15	75	90	0	105	30	75	105	0	119	30	90	119	0	119	45	75	119	0	119	15	105	119	0	478	403	75	478	0	134	45	90	134	0	179	75	105	179	0
2927903	108	27	81	108	0	81	9	72	81	0	63	0	63	63	0	108	36	72	99	9	108	18	90	108	0	116	27	90	116	0	152	90	63	152	0	116	36	81	108	9	152	36	116	143	9
2928000	73	39	34	73	0	86	47	39	86	0	99	52	47	99	0	120	60	60	120	0	122	57	65	122	0	135	68	68	135	0	73	8	65	73	0	154	60	94	146	8	167	60	107	161	5
2928059	45	7	37	45	0	45	7	37	45	0	45	15	30	45	0	67	7	60	67	0	67	22	45	67	0	75	15	60	75	0	149	82	67	149	0	67	7	60	67	0	119	15	104	119	0
2928109	74	31	43	72	2	81	41	41	81	0	89	43	45	89	0	120	60	60	120	0	141	67	74	139	2	127	55	72	122	5	89	12	77	86	2	139	65	74	134	5	146	60	86	139	7
2928208	55	29	25	55	0	51	22	29	51	0	55	25	29	55	0	62	33	29	62	0	73	36	36	73	0	69	29	40	69	0	135	98	36	135	0	87	44	44	87	0	87	44	44	87	0
2928307	76	22	54	76	0	108	43	65	108	0	86	43	43	86	0	86	11	76	86	0	76	32	43	76	0	76	32	43	76	0	972	918	54	972	0	97	32	65	97	0	86	22	65	86	0
2928406	93	27	65	93	0	103	34	69	103	0	110	31	79	110	0	124	38	86	124	0	120	38	82	120	0	124	38	86	124	0	154	72	82	154	0	130	45	86	130	0	127	38	89	127	0
2928505	94	37	56	94	0	75	19	56	75	0	112	28	84	112	0	103	28	75	103	0	112	37	75	112	0	122	37	84	122	0	122	56	66	122	0	103	28	75	103	0	122	37	84	122	0
2928604	87	48	39	86	2	87	50	37	82	5	108	60	48	105	3	119	61	58	116	3	132	66	66	126	6	118	55	63	108	10	71	11	60	65	6	134	58	76	126	8	145	74	71	136	10
2928703	177	112	65	154	23	151	92	59	130	21	163	93	70	137	25	208	111	97	159	49	214	106	107	166	47	216	113	103	168	47	155	49	105	104	51	252	121	131	184	68	275	135	139	202	73
2928802	65	35	30	63	2	69	33	35	69	0	61	26	35	61	0	71	32	39	65	6	82	37	45	76	6	93	43	50	87	6	72	19	54	69	4	93	39	54	89	4	89	32	58	85	4
2928901	65	24	42	65	0	68	18	51	65	3	95	27	68	89	6	98	21	77	92	6	122	33	89	116	6	101	24	77	98	3	80	27	53	80	0	74	18	56	74	0	98	21	77	98	0
2928950	128	43	85	128	0	149	64	85	149	0	138	64	74	138	0	138	64	74	138	0	128	53	74	128	0	117	43	74	117	0	393	330	64	393	0	128	74	53	128	0	160	85	74	160	0
2929008	189	131	59	189	0	189	124	65	189	0	163	52	111	163	0	196	85	111	196	0	235	118	118	235	0	274	137	137	274	0	176	39	137	176	0	314	170	144	314	0	307	150	157	307	0
2929057	70	38	32	57	13	70	32	38	63	6	57	19	38	57	0	95	51	44	95	0	88	38	51	88	0	139	57	82	139	0	145	57	88	145	0	139	51	88	139	0	126	38	88	126	0
2929107	68	18	50	68	0	87	27	59	82	5	68	18	50	64	5	91	36	55	87	5	109	41	68	105	5	118	46	73	114	5	91	14	77	87	5	114	32	82	109	5	118	46	73	114	5
2929206	90	60	30	90	0	157	80	77	149	7	152	70	82	144	7	149	45	104	144	5	154	52	102	149	5	194	70	124	186	7	134	10	124	132	2	236	72	164	224	12	251	85	167	239	12
2929255	51	15	36	51	0	25	10	15	25	0	31	10	20	31	0	31	5	25	31	0	41	20	20	41	0	56	20	36	56	0	56	10	46	56	0	66	20	46	66	0	56	10	46	56	0
2929305	84	42	42	82	3	79	32	47	76	3	76	24	53	74	3	71	16	55	68	3	63	18	45	63	0	76	21	55	74	3	103	60	42	97	5	63	24	39	60	3	74	32	42	66	8
2929354	66	0	66	66	0	99	17	83	99	0	66	0	66	66	0	99	33	66	99	0	99	33	66	99	0	99	17	83	99	0	132	50	83	132	0	83	17	66	83	0	50	0	50	50	0
2929370	37	9	28	37	0	56	9	46	56	0	56	9	46	56	0	56	0	56	56	0	93	37	56	93	0	74	19	56	74	0	130	83	46	130	0	83	19	65	83	0	65	9	56	65	0
2929404	66	17	50	66	0	58	17	41	58	0	74	25	50	74	0	91	41	50	91	0	108	33	74	108	0	74	17	58	74	0	83	25	58	83	0	66	25	41	66	0	83	33	50	83	0
2929503	79	44	35	74	4	72	39	33	63	9	81	46	35	72	9	94	52	41	85	9	109	57	52	103	7	105	50	55	98	7	70	13	57	63	7	124	55	70	118	7	124	52	72	118	7
2929602	116	33	83	116	0	149	33	116	149	0	138	22	116	138	0	127	17	110	121	6	132	28	105	127	6	155	22	132	149	6	193	72	121	193	0	155	33	121	155	0	171	39	132	171	0
2929701	64	29	34	64	0	73	29	44	73	0	73	24	49	73	0	113	44	69	113	0	132	49	83	132	0	132	54	78	132	0	54	20	34	54	0	103	29	73	103	0	103	29	73	103	0
2929750	16	8	8	16	0	24	8	16	24	0	48	16	32	48	0	89	16	73	89	0	113	24	89	113	0	137	48	89	137	0	258	186	73	258	0	73	16	57	73	0	97	32	65	97	0
2929800	67	22	45	67	0	67	22	45	67	0	30	7	22	30	0	52	15	37	52	0	60	30	30	60	0	75	30	45	75	0	120	67	52	120	0	90	30	60	90	0	67	22	45	67	0
2929909	59	33	26	55	4	66	37	29	57	9	92	40	53	88	4	79	33	46	79	0	83	37	46	81	2	81	33	48	77	4	90	35	55	77	13	158	66	92	147	11	138	59	79	125	13
2930006	85	17	68	85	0	85	17	68	85	0	103	26	77	103	0	120	34	85	120	0	111	34	77	111	0	120	43	77	120	0	120	43	77	120	0	120	34	85	120	0	137	34	103	137	0
2930105	91	49	42	80	11	87	44	43	80	7	63	36	27	57	6	81	39	42	71	10	74	42	32	53	21	74	47	27	53	21	48	25	23	28	20	92	50	42	73	20	103	59	44	75	28
2930154	55	12	42	55	0	27	3	24	27	0	36	3	33	36	0	58	15	42	58	0	73	24	48	73	0	67	27	39	67	0	149	109	39	149	0	70	24	45	70	0	70	12	58	70	0
2930204	31	7	24	31	0	24	7	17	24	0	36	19	17	36	0	36	14	21	36	0	53	31	21	53	0	60	33	26	60	0	45	19	26	45	0	72	31	41	72	0	62	19	43	62	0
2930303	66	11	55	66	0	71	16	55	71	0	76	16	60	76	0	87	22	66	87	0	93	22	71	93	0	104	27	76	104	0	409	338	71	409	0	104	38	66	104	0	109	38	71	109	0
2930402	62	31	31	62	0	69	44	25	69	0	87	56	31	87	0	69	25	44	69	0	75	25	50	75	0	87	37	50	87	0	100	37	62	100	0	81	19	62	81	0	118	31	87	118	0
2930501	88	45	43	88	0	82	32	49	81	1	84	36	48	83	1	94	43	51	93	1	116	54	61	112	4	130	58	72	122	8	94	17	77	82	12	146	55	90	125	20	125	42	83	107	18
2930600	29	14	14	29	0	43	22	22	43	0	58	14	43	58	0	72	22	51	72	0	80	29	51	80	0	94	43	51	94	0	123	72	51	123	0	108	43	65	108	0	80	22	58	80	0
2930709	51	32	20	46	5	51	33	18	47	4	68	37	30	64	4	71	40	32	67	4	81	48	33	74	7	76	42	34	73	3	43	5	38	38	5	102	55	47	96	6	112	57	55	106	6
2930758	89	22	67	89	0	67	15	52	67	0	67	15	52	67	0	97	15	82	97	0	119	37	82	119	0	127	37	89	127	0	119	7	112	119	0	134	45	89	134	0	134	37	97	134	0
2930766	71	9	62	71	0	80	35	44	80	0	62	18	44	62	0	106	44	62	106	0	89	44	44	89	0	89	44	44	89	0	124	71	53	124	0	124	53	71	115	9	106	27	80	97	9
2930774	80	42	38	80	0	84	42	42	84	0	76	17	59	76	0	67	17	51	67	0	80	17	63	80	0	67	21	46	67	0	63	8	55	63	0	84	42	42	80	4	105	51	55	105	0
2930808	57	23	34	57	0	57	17	40	57	0	57	23	34	57	0	80	23	57	80	0	74	17	57	74	0	63	6	57	63	0	74	17	57	74	0	51	6	46	51	0	46	6	40	46	0
2930907	46	0	46	46	0	61	15	46	61	0	69	15	54	69	0	69	0	69	69	0	92	8	84	92	0	100	15	84	100	0	153	69	84	153	0	84	8	77	84	0	107	23	84	107	0
2931004	94	38	56	94	0	84	38	47	84	0	80	28	52	80	0	99	38	61	99	0	117	47	70	113	5	113	52	61	113	0	70	19	52	70	0	136	56	80	131	5	117	38	80	113	5
2931053	78	17	62	78	0	84	28	56	84	0	56	11	45	56	0	39	22	17	39	0	45	22	22	45	0	84	22	62	84	0	867	800	67	867	0	95	28	67	95	0	101	34	67	101	0
2931103	73	24	49	73	0	97	49	49	97	0	61	12	49	61	0	85	24	61	85	0	85	36	49	85	0	85	36	49	85	0	85	49	36	85	0	85	12	73	85	0	85	24	61	85	0
2931202	47	19	28	47	0	70	28	42	70	0	70	23	47	70	0	75	28	47	75	0	84	42	42	84	0	89	42	47	89	0	93	42	51	93	0	103	51	51	103	0	98	42	56	98	0
2931301	101	45	56	101	0	73	28	45	73	0	84	39	45	84	0	62	28	34	62	0	56	22	34	56	0	39	17	22	39	0	67	39	28	62	6	62	34	28	62	0	67	39	28	67	0
2931350	132	68	64	119	14	141	77	64	119	22	142	80	62	114	28	152	87	65	117	35	183	98	85	145	38	195	109	87	152	44	127	35	92	80	47	217	129	88	168	49	224	131	93	167	57
